index,druga_smi,drugb_smi,cell_id,synergy
468,13.0,1,4,16.0825
469,13.0,2,4,14.695
470,13.0,5,4,8.54
471,13.0,7,4,10.8475
472,13.0,9,4,12.0325
473,13.0,23,4,3.6725
474,13.0,14,4,1.8975
475,14.0,23,4,-1.375
476,15.0,1,4,15.525
477,15.0,2,4,3.735
478,15.0,5,4,10.7275
479,15.0,7,4,2.0325
480,15.0,9,4,7.4575
481,15.0,23,4,5.105
482,15.0,13,4,15.1925
483,16.0,1,4,15.7075
484,16.0,2,4,4.5975
485,16.0,5,4,14.045
486,16.0,7,4,2.27
487,16.0,9,4,16.5475
488,16.0,23,4,4.775
489,16.0,13,4,15.1525
490,0.0,1,5,2.1625
491,0.0,2,5,4.585
492,0.0,5,5,1.4
493,0.0,7,5,-2.41
494,0.0,9,5,0.05
495,0.0,23,5,5.7275
496,0.0,13,5,6.5725
497,1.0,2,5,1.9175
498,1.0,7,5,0.5025
499,1.0,23,5,4.9575
500,1.0,14,5,3.17
501,2.0,7,5,2.1325
502,2.0,23,5,8.6425
503,2.0,14,5,-2.425
504,3.0,1,5,2.32
505,3.0,2,5,3.1325
506,3.0,5,5,2.025
507,3.0,7,5,2.2875
508,3.0,9,5,-0.92
509,3.0,23,5,12.095
510,3.0,13,5,13.9475
511,4.0,1,5,0.395
512,4.0,2,5,0.7325
513,4.0,5,5,-5.2875
514,4.0,7,5,-5.6775
515,4.0,9,5,2.3675
516,4.0,23,5,-0.7375
517,4.0,13,5,-7.1725
518,5.0,1,5,1.67
519,5.0,2,5,15.925
520,5.0,7,5,5.9125
521,5.0,23,5,8.4575
522,5.0,14,5,4.255
523,6.0,1,5,0.9625
524,6.0,2,5,2.825
525,6.0,5,5,3.6375
526,6.0,7,5,-2.1925
527,6.0,9,5,8.9
528,6.0,23,5,5.835
529,6.0,13,5,-4.9775
530,7.0,23,5,7.75
531,7.0,14,5,1.2925
532,8.0,1,5,2.7675
533,8.0,2,5,1.7225
534,8.0,5,5,3.1325
535,8.0,7,5,-1.785
536,8.0,9,5,-4.1175
537,8.0,23,5,3.3075
538,8.0,13,5,-3.05
539,9.0,1,5,2.665
540,9.0,2,5,16.68
541,9.0,5,5,2.105
542,9.0,7,5,8.415
543,9.0,23,5,13.1475
544,9.0,14,5,2.955
545,10.0,1,5,1.8425
546,10.0,2,5,3.9125
547,10.0,5,5,3.41
548,10.0,7,5,2.5975
549,10.0,9,5,-2.08
550,10.0,23,5,9.025
551,10.0,13,5,3.64
552,11.0,1,5,0.8825
553,11.0,2,5,-3.2975
554,11.0,5,5,-1.565
555,11.0,7,5,-1.6575
556,11.0,9,5,-3.265
557,11.0,23,5,6.5475
558,11.0,13,5,-3.7425
559,12.0,1,5,1.9325
560,12.0,2,5,7.0025
561,12.0,5,5,6.7325
562,12.0,7,5,-3.28
563,12.0,9,5,16.85
564,12.0,23,5,10.2825
565,12.0,13,5,5.0825
566,13.0,1,5,1.84
567,13.0,2,5,14.785
568,13.0,5,5,11.0625
569,13.0,7,5,9.1175
570,13.0,9,5,14.1625
571,13.0,23,5,6.1625
572,13.0,14,5,-9.2525
573,14.0,23,5,7.8425
574,15.0,1,5,0.235
575,15.0,2,5,4.87
576,15.0,5,5,6.545
577,15.0,7,5,-4.4275
578,15.0,9,5,7.4275
579,15.0,23,5,12.42
580,15.0,13,5,3.8675
581,16.0,1,5,-1.8225
582,16.0,2,5,5.2875
583,16.0,5,5,14.105
584,16.0,7,5,-4.78
585,16.0,9,5,10.22
586,16.0,23,5,10.1975
587,16.0,13,5,8.1725
588,0.0,1,6,4.4425
589,0.0,2,6,0.96
590,0.0,5,6,8.9825
591,0.0,7,6,-4.03
592,0.0,9,6,-0.04
593,0.0,23,6,2.015
594,0.0,13,6,9.585
595,1.0,2,6,7.015
596,1.0,7,6,5.66
597,1.0,23,6,5.5025
598,1.0,14,6,3.885
599,2.0,7,6,-0.255
600,2.0,23,6,7.1725
601,2.0,14,6,-0.9775
602,3.0,1,6,13.79
603,3.0,2,6,4.6425
604,3.0,5,6,9.2125
605,3.0,7,6,10.7175
606,3.0,9,6,3.995
607,3.0,23,6,11.2525
608,3.0,13,6,13.53
609,4.0,1,6,1.9625
610,4.0,2,6,1.1925
611,4.0,5,6,2.5675
612,4.0,7,6,0.7175
613,4.0,9,6,0.85
614,4.0,23,6,-2.0275
615,4.0,13,6,-2.58
616,5.0,1,6,8.0225
617,5.0,2,6,9.185
618,5.0,7,6,8.035
619,5.0,23,6,8.315
620,5.0,14,6,12.635
621,6.0,1,6,2.895
622,6.0,2,6,-0.9125
623,6.0,5,6,11.16
624,6.0,7,6,3.89
625,6.0,9,6,2.6325
626,6.0,23,6,1.11
627,6.0,13,6,-3.0225
628,7.0,23,6,4.1325
629,7.0,14,6,4.5725
630,8.0,1,6,5.57
631,8.0,2,6,9.345
632,8.0,5,6,7.0725
633,8.0,7,6,7.22
634,8.0,9,6,0.63
635,8.0,23,6,-0.8825
636,8.0,13,6,2.77
637,9.0,1,6,8.69
638,9.0,2,6,-2.84
639,9.0,5,6,1.5675
640,9.0,7,6,2.5875
641,9.0,23,6,6.815
642,9.0,14,6,1.49
643,10.0,1,6,5.6325
644,10.0,2,6,-2.27
645,10.0,5,6,2.5425
646,10.0,7,6,-4.4175
647,10.0,9,6,-2.7
648,10.0,23,6,4.35
649,10.0,13,6,2.565
650,11.0,1,6,4.25
651,11.0,2,6,4.06
652,11.0,5,6,13.155
653,11.0,7,6,0.4325
654,11.0,9,6,7.9875
655,11.0,23,6,5.6175
656,11.0,13,6,0.595
657,12.0,1,6,3.695
658,12.0,2,6,6.45
659,12.0,5,6,13.4375
660,12.0,7,6,4.7375
661,12.0,9,6,15.095
662,12.0,23,6,7.0925
663,12.0,13,6,10.2625
664,13.0,1,6,4.425
665,13.0,2,6,13.625
666,13.0,5,6,13.005
667,13.0,7,6,8.1575
668,13.0,9,6,4.0125
669,13.0,23,6,5.405
670,13.0,14,6,-0.715
671,14.0,23,6,7.975
672,15.0,1,6,3.8225
673,15.0,2,6,0.53
674,15.0,5,6,13.3875
675,15.0,7,6,-3.81
676,15.0,9,6,4.425
677,15.0,23,6,10.275
678,15.0,13,6,1.0475
679,16.0,1,6,5.2525
680,16.0,2,6,8.02
681,16.0,5,6,16.3025
682,16.0,7,6,1.4675
683,16.0,9,6,12.4825
684,16.0,23,6,7.5975
685,16.0,13,6,9.6075
686,0.0,1,7,0.598
687,0.0,2,7,3.512
688,0.0,5,7,2.558
689,0.0,7,7,2.95
690,0.0,9,7,-1.694
691,0.0,23,7,1.818
692,0.0,13,7,7.964
693,1.0,2,7,2.3225
694,1.0,7,7,1.7325
695,1.0,23,7,1.58
696,1.0,14,7,1.8375
697,2.0,7,7,14.845
698,2.0,23,7,9.764
699,2.0,14,7,5.906
700,3.0,1,7,0.6475
701,3.0,2,7,1.18
702,3.0,5,7,-5.1925
703,3.0,7,7,-0.395
704,3.0,9,7,-4.47
705,3.0,23,7,0.24
706,3.0,13,7,3.795
707,4.0,1,7,0.5675
708,4.0,2,7,7.7325
709,4.0,5,7,3.105
710,4.0,7,7,0.5775
711,4.0,9,7,2.76
712,4.0,23,7,-4.0425
713,4.0,13,7,-0.4825
714,5.0,1,7,1.192
715,5.0,2,7,1.185
716,5.0,7,7,9.835
717,5.0,23,7,2.0775
718,5.0,14,7,9.5075
719,6.0,1,7,1.265
720,6.0,2,7,9.3775
721,6.0,5,7,9.15
722,6.0,7,7,2.2625
723,6.0,9,7,5.575
724,6.0,23,7,2.7825
725,6.0,13,7,5.4475
726,7.0,23,7,3.0575
727,7.0,14,7,1.7075
728,8.0,1,7,0.085
729,8.0,2,7,9.7625
730,8.0,5,7,1.2025
731,8.0,7,7,-6.91
732,8.0,9,7,-5.2275
733,8.0,23,7,-5.0275
734,8.0,13,7,0.4825
735,9.0,1,7,-0.988
736,9.0,2,7,-0.695
737,9.0,5,7,-3.294
738,9.0,7,7,3.005
739,9.0,23,7,4.1
740,9.0,14,7,-0.924
741,10.0,1,7,-0.67
742,10.0,2,7,2.575
743,10.0,5,7,-3.9225
744,10.0,7,7,-0.555
745,10.0,9,7,-2.4475
746,10.0,23,7,2.7125
747,10.0,13,7,5.3225
748,11.0,1,7,-2.666
749,11.0,2,7,-4.5825
750,11.0,5,7,-0.55
751,11.0,7,7,-6.435
752,11.0,9,7,-3.88
753,11.0,23,7,-3.86
754,11.0,13,7,-4.9625
755,12.0,1,7,0.532
756,12.0,2,7,5.616
757,12.0,5,7,-1.2
758,12.0,7,7,0.2175
759,12.0,9,7,5.874
760,12.0,23,7,5.922
761,12.0,13,7,7.914
762,13.0,1,7,2.088
763,13.0,2,7,22.5775
764,13.0,5,7,4.282
765,13.0,7,7,14.85
766,13.0,9,7,7.77
767,13.0,23,7,8.27
768,13.0,14,7,3.808
769,14.0,23,7,1.6375
770,15.0,1,7,-0.4475
771,15.0,2,7,-0.3025
772,15.0,5,7,11.77
773,15.0,7,7,-2.065
774,15.0,9,7,-1.13
775,15.0,23,7,10.1525
776,15.0,13,7,5.3275
777,16.0,1,7,1.4125
778,16.0,2,7,6.145
779,16.0,5,7,6.2975
780,16.0,7,7,2.51
781,16.0,9,7,2.495
782,16.0,23,7,4.13
783,16.0,13,7,8.5725
784,0.0,1,8,-4.0125
785,0.0,2,8,2.3975
786,0.0,5,8,-1.59
787,0.0,7,8,3.205
788,0.0,9,8,-4.885
789,0.0,23,8,1.7125
790,0.0,13,8,-0.225
791,1.0,2,8,5.27
792,1.0,7,8,1.9875
793,1.0,23,8,3.3025
794,1.0,14,8,-0.155
795,2.0,7,8,-0.205
796,2.0,23,8,12.705
797,2.0,14,8,1.825
798,3.0,1,8,3.0525
799,3.0,2,8,9.8325
800,3.0,5,8,-1.6325
801,3.0,7,8,5.985
802,3.0,9,8,1.2475
803,3.0,23,8,5.5975
804,3.0,13,8,7.6775
805,4.0,1,8,-0.965
806,4.0,2,8,3.9675
807,4.0,5,8,0.19
808,4.0,7,8,0.4475
809,4.0,9,8,1.7875
810,4.0,23,8,0.5725
811,4.0,13,8,-4.0175
812,5.0,1,8,-1.9675
813,5.0,2,8,1.655
814,5.0,7,8,6.5425
815,5.0,23,8,2.9425
816,5.0,14,8,2.9225
817,6.0,1,8,-0.775
818,6.0,2,8,2.4825
819,6.0,5,8,3.4025
820,6.0,7,8,2.0025
821,6.0,9,8,-3.0175
822,6.0,23,8,0.675
823,6.0,13,8,-7.7575
824,7.0,23,8,5.34
825,7.0,14,8,-0.24
826,8.0,1,8,4.7075
827,8.0,2,8,-2.06
828,8.0,5,8,-4.1325
829,8.0,7,8,4.215
830,8.0,9,8,-7.4675
831,8.0,23,8,2.2575
832,8.0,13,8,0.8625
833,9.0,1,8,0.37
834,9.0,2,8,8.65
835,9.0,5,8,-5.6475
836,9.0,7,8,7.3225
837,9.0,23,8,10.59
838,9.0,14,8,0.125
839,10.0,1,8,-0.86
840,10.0,2,8,4.51
841,10.0,5,8,-4.8675
842,10.0,7,8,1.22
843,10.0,9,8,-0.0075
844,10.0,23,8,4.0125
845,10.0,13,8,-5.3775
846,11.0,1,8,0.325
847,11.0,2,8,4.7125
848,11.0,5,8,-3.2425
849,11.0,7,8,3.53
850,11.0,9,8,-2.7625
851,11.0,23,8,4.2025
852,11.0,13,8,-3.1325
853,12.0,1,8,-0.31
854,12.0,2,8,9.035
855,12.0,5,8,2.97
856,12.0,7,8,2.45
857,12.0,9,8,3.265
858,12.0,23,8,3.66
859,12.0,13,8,4.175
860,13.0,1,8,-1.82
861,13.0,2,8,12.935
862,13.0,5,8,-0.7075
863,13.0,7,8,6.5675
864,13.0,9,8,14.0525
865,13.0,23,8,6.315
866,13.0,14,8,-5.74
867,14.0,23,8,3.2
868,15.0,1,8,-0.75
869,15.0,2,8,8.395
870,15.0,5,8,5.715
871,15.0,7,8,-1.4375
872,15.0,9,8,0.9325
873,15.0,23,8,8.3625
874,15.0,13,8,1.02
875,16.0,1,8,-0.8675
876,16.0,2,8,6.4425
877,16.0,5,8,2.31
878,16.0,7,8,0.4775
879,16.0,9,8,1.4125
880,16.0,23,8,3.13
881,16.0,13,8,2.505
882,0.0,1,9,2.354
883,0.0,2,9,1.582
884,0.0,5,9,7.284
885,0.0,7,9,-0.0225
886,0.0,9,9,6.978
887,0.0,23,9,-1.016
888,0.0,13,9,7.938
889,1.0,2,9,1.7525
890,1.0,7,9,-0.6975
891,1.0,23,9,-0.4725
892,1.0,14,9,0.3975
893,2.0,7,9,2.7425
894,2.0,23,9,3.444
895,2.0,14,9,-2.984
896,3.0,1,9,0.37
897,3.0,2,9,4.5875
898,3.0,5,9,2.72
899,3.0,7,9,0.9625
900,3.0,9,9,5.76
901,3.0,23,9,0.68
902,3.0,13,9,12.365
903,4.0,1,9,0.155
904,4.0,2,9,-0.4125
905,4.0,5,9,0.6
906,4.0,7,9,-0.5675
907,4.0,9,9,1.355
908,4.0,23,9,-5.925
909,4.0,13,9,-1.2275
910,5.0,1,9,10.258
911,5.0,2,9,5.7875
912,5.0,7,9,3.3775
913,5.0,23,9,1.215
914,5.0,14,9,8.615
915,6.0,1,9,1.885
916,6.0,2,9,3.6875
917,6.0,5,9,9.355
918,6.0,7,9,3.065
919,6.0,9,9,6.5325
920,6.0,23,9,-2.7075
921,6.0,13,9,6.08
922,7.0,23,9,-0.68
923,7.0,14,9,-0.525
924,8.0,1,9,4.5425
925,8.0,2,9,6.3675
926,8.0,5,9,10.765
927,8.0,7,9,-1.13
928,8.0,9,9,13.1725
929,8.0,23,9,-1.855
930,8.0,13,9,10.28
931,9.0,1,9,3.592
932,9.0,2,9,7.4675
933,9.0,5,9,1.594
934,9.0,7,9,3.515
935,9.0,23,9,1.04
936,9.0,14,9,0.248
937,10.0,1,9,-0.3375
938,10.0,2,9,2.95
939,10.0,5,9,-2.0425
940,10.0,7,9,-0.155
941,10.0,9,9,2.0675
942,10.0,23,9,-1.8225
943,10.0,13,9,9.0775
944,11.0,1,9,0.57
945,11.0,2,9,-6.9725
946,11.0,5,9,2.406
947,11.0,7,9,-2.025
